"asin","product_title","average_rating","total_reviews","review_author","author_badge","badge","reviewed_product_attribute","reviewed_variant_asin","variant_review_url","review_rating","review_date","reviewed_country","review_text","review_comment_count","review_header","no_of_people_reacted_helpful","author_profile_url","url","brand","review_url","input"
"B08451719W","Carlyle Melatonin 12 mg Fast Dissolve 300 Tablets | Drug Free | Natural Berry Flavor | Vegetarian, Non-GMO, Gluten Free","4.7","768","Jay","","Verified Purchase","","","","5.0","December 10, 2022","United States ","Product works as described. Simply hold inter your tongue about 1/2 hour or so before bedtime. Taste is ok.","","Works","","https://www.amazon.com/gp/profile/amzn1.account.AHHJBA4GGODVJBTF3MCURLTKTFBQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8","https://www.amazon.com/product-reviews/B08451719W/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&pageNumber=3&filterByStar=all_stars&sortBy=helpful&reviewerType=all_reviews","Carlyle","https://www.amazon.com/gp/customer-reviews/R18D3XTCJLVOPB/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08451719W","B08451719W"
"B08451719W","Carlyle Melatonin 12 mg Fast Dissolve 300 Tablets | Drug Free | Natural Berry Flavor | Vegetarian, Non-GMO, Gluten Free","4.7","768","Amazon Customer","","Verified Purchase","","","","5.0","May 11, 2021","United States","It tastes different than the one with 120 pills in it I usually sleep well but I still wake up sometimes","","Melatonin","","https://www.amazon.com/gp/profile/amzn1.account.AHG2SGBJ3ZCUJWLTDVGF7ERPDNLQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8","https://www.amazon.com/product-reviews/B08451719W/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&pageNumber=29&filterByStar=all_stars&sortBy=helpful&reviewerType=all_reviews","Carlyle","https://www.amazon.com/gp/customer-reviews/R1COMY6BSCW9YC/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08451719W","B08451719W"
"B08451719W","Carlyle Melatonin 12 mg Fast Dissolve 300 Tablets | Drug Free | Natural Berry Flavor | Vegetarian, Non-GMO, Gluten Free","4.7","768","Shurron Garcia","","Verified Purchase","","","","5.0","November 14, 2021","United States ","30 min after taking 1 of these (plus a little weed) and I sleep amazing!!!","","These work sooo good!","1","https://www.amazon.com/gp/profile/amzn1.account.AFBJJ2LDBIEZ4YJWAOXHLUO2XL7A/ref=cm_cr_arp_d_gw_btm?ie=UTF8","https://www.amazon.com/product-reviews/B08451719W/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&pageNumber=62&filterByStar=all_stars&sortBy=helpful&reviewerType=all_reviews","Carlyle","https://www.amazon.com/gp/customer-reviews/R20MPYWN143491/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08451719W","B08451719W"
"B08451719W","Carlyle Melatonin 12 mg Fast Dissolve 300 Tablets | Drug Free | Natural Berry Flavor | Vegetarian, Non-GMO, Gluten Free","4.7","768","Tiffany Lee","","Verified Purchase","","","","5.0","February 27, 2021","United States","Ty","","Ty","","https://www.amazon.com/gp/profile/amzn1.account.AH4YM3GLFHBU2YLYEM7LKHRGRZZA/ref=cm_cr_arp_d_gw_btm?ie=UTF8","https://www.amazon.com/product-reviews/B08451719W/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&pageNumber=71&filterByStar=all_stars&sortBy=helpful&reviewerType=all_reviews","Carlyle","https://www.amazon.com/gp/customer-reviews/R3IBKLQIO1CWHV/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08451719W","B08451719W"
"B08451719W","Carlyle Melatonin 12 mg Fast Dissolve 300 Tablets | Drug Free | Natural Berry Flavor | Vegetarian, Non-GMO, Gluten Free","4.7","768","Leticia Munoz","","Verified Purchase","","","","3.0","July 11, 2021","United States ","Didn't work","","Nope","","https://www.amazon.com/gp/profile/amzn1.account.AFTAZHSMEVBVNDSUVTTXZAWXNPNA/ref=cm_cr_arp_d_gw_btm?ie=UTF8","https://www.amazon.com/product-reviews/B08451719W/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&pageNumber=48&filterByStar=all_stars&sortBy=helpful&reviewerType=all_reviews","Carlyle","https://www.amazon.com/gp/customer-reviews/R3AAJ39VFAGOK2/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08451719W","B08451719W"
"B08451719W","Carlyle Melatonin 12 mg Fast Dissolve 300 Tablets | Drug Free | Natural Berry Flavor | Vegetarian, Non-GMO, Gluten Free","4.7","768","Jack","","Verified Purchase","","","","1.0","March 23, 2021","United States","I've used a few brands, and this one is absolutely the worst. I've tried it for a few nights and have tossed and turned for hours waiting for it to work. I haven't slept this badly in months, DO NOT BUY","","Do not buy","","https://www.amazon.com/gp/profile/amzn1.account.AHEBSMG7C32SX6R373SPTUKD5KGA/ref=cm_cr_arp_d_gw_btm?ie=UTF8","https://www.amazon.com/product-reviews/B08451719W/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&pageNumber=56&filterByStar=all_stars&sortBy=helpful&reviewerType=all_reviews","Carlyle","https://www.amazon.com/gp/customer-reviews/R4PV26MVXVOU0/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08451719W","B08451719W"
"B08451719W","Carlyle Melatonin 12 mg Fast Dissolve 300 Tablets | Drug Free | Natural Berry Flavor | Vegetarian, Non-GMO, Gluten Free","4.7","768","Karen B.","","Verified Purchase","","","","5.0","August 04, 2020","United States","Buy it! It works good for helping you sleep. It came on time. No gluten, no dye's. Veagen friendly. What ever that means to people.","","Buy it","2","https://www.amazon.com/gp/profile/amzn1.account.AFPR3GD6Y526TH7QFTVSVYSZIA3A/ref=cm_cr_arp_d_gw_btm?ie=UTF8","https://www.amazon.com/product-reviews/B08451719W/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&pageNumber=37&filterByStar=all_stars&sortBy=helpful&reviewerType=all_reviews","Carlyle","https://www.amazon.com/gp/customer-reviews/R2MTK21NIK3BK5/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08451719W","B08451719W"
"B08451719W","Carlyle Melatonin 12 mg Fast Dissolve 300 Tablets | Drug Free | Natural Berry Flavor | Vegetarian, Non-GMO, Gluten Free","4.7","768","Penwin2","","Verified Purchase","","","","4.0","December 04, 2022","United States","The product works well, but if you aren't careful to get it in the back of your throat, it can get stuck and when it's stuck and starts dissolving, it stings. Only downside and it's only happened a couple of times when I wasn't paying attention.","","Doesn't always dissolve","","https://www.amazon.com/gp/profile/amzn1.account.AGXDXYZN2UEO2UXH5I2RJURYN55A/ref=cm_cr_arp_d_gw_btm?ie=UTF8","https://www.amazon.com/product-reviews/B08451719W/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&pageNumber=74&filterByStar=all_stars&sortBy=helpful&reviewerType=all_reviews","Carlyle","https://www.amazon.com/gp/customer-reviews/R3UOY0N08A4SLG/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08451719W","B08451719W"
"B08451719W","Carlyle Melatonin 12 mg Fast Dissolve 300 Tablets | Drug Free | Natural Berry Flavor | Vegetarian, Non-GMO, Gluten Free","4.7","768","Aaron","","Verified Purchase","","","","5.0","December 09, 2022","United States","Been using this for a while now, I struggle to sleep because of chronic pain and they definitely help.","","AAA+++","","https://www.amazon.com/gp/profile/amzn1.account.AETNHAFYOG72QU7WXZRPIXUPXICA/ref=cm_cr_arp_d_gw_btm?ie=UTF8","https://www.amazon.com/product-reviews/B08451719W/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&pageNumber=71&filterByStar=all_stars&sortBy=helpful&reviewerType=all_reviews","Carlyle","https://www.amazon.com/gp/customer-reviews/R1F3HMSNYPLU1N/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08451719W","B08451719W"
"B08451719W","Carlyle Melatonin 12 mg Fast Dissolve 300 Tablets | Drug Free | Natural Berry Flavor | Vegetarian, Non-GMO, Gluten Free","4.7","768","Bob O","","Verified Purchase","","","","5.0","October 08, 2020","United States","knocks me right out","","it works","","https://www.amazon.com/gp/profile/amzn1.account.AH3CGAZOTNL2524HWOHN7YWH5GQQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8","https://www.amazon.com/product-reviews/B08451719W/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&pageNumber=51&filterByStar=all_stars&sortBy=helpful&reviewerType=all_reviews","Carlyle","https://www.amazon.com/gp/customer-reviews/RHPV8XBZ3CAUI/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08451719W","B08451719W"
"B08451719W","Carlyle Melatonin 12 mg Fast Dissolve 300 Tablets | Drug Free | Natural Berry Flavor | Vegetarian, Non-GMO, Gluten Free","4.7","768","raymond rodriguez","","Verified Purchase","","","","5.0","September 15, 2022","United States","would Buy again","","Sleep like a baby with just half","1","https://www.amazon.com/gp/profile/amzn1.account.AF35L3TQP4PE2JYPMJYYAWCY4ICQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8","https://www.amazon.com/product-reviews/B08451719W/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&pageNumber=75&filterByStar=all_stars&sortBy=helpful&reviewerType=all_reviews","Carlyle","https://www.amazon.com/gp/customer-reviews/R1LHWT2P2ZS5QR/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08451719W","B08451719W"
"B08451719W","Carlyle Melatonin 12 mg Fast Dissolve 300 Tablets | Drug Free | Natural Berry Flavor | Vegetarian, Non-GMO, Gluten Free","4.7","768","Destiny","","Verified Purchase","","","","1.0","October 23, 2022","United States ","it tastes different than the last time i bought these (in a smaller quantity) & they dont work like the other ones did","","not the same product","","https://www.amazon.com/gp/profile/amzn1.account.AGWQEG2DB4EHQFVDSO44QSYLMZNQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8","https://www.amazon.com/product-reviews/B08451719W/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&pageNumber=43&filterByStar=all_stars&sortBy=helpful&reviewerType=all_reviews","Carlyle","https://www.amazon.com/gp/customer-reviews/R2AGGVMOYYLIBC/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08451719W","B08451719W"
"B08451719W","Carlyle Melatonin 12 mg Fast Dissolve 300 Tablets | Drug Free | Natural Berry Flavor | Vegetarian, Non-GMO, Gluten Free","4.7","768","JAMES SUPKIS","","Verified Purchase","","","","5.0","June 23, 2020","United States","Great stuff. Great taste. Easy to disolve. Works fast.","","Great stuff.","","https://www.amazon.com/gp/profile/amzn1.account.AEHZT25LHYK4GVSI2Y7AYCAGCMRA/ref=cm_cr_arp_d_gw_btm?ie=UTF8","https://www.amazon.com/product-reviews/B08451719W/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&pageNumber=51&filterByStar=all_stars&sortBy=helpful&reviewerType=all_reviews","Carlyle","https://www.amazon.com/gp/customer-reviews/R16OUL0EJC98AS/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08451719W","B08451719W"
"B08451719W","Carlyle Melatonin 12 mg Fast Dissolve 300 Tablets | Drug Free | Natural Berry Flavor | Vegetarian, Non-GMO, Gluten Free","4.7","768","It is not as comfortable as described. I used it for my desk chair. I","","Verified Purchase","","","","1.0","October 13, 2022","United States ","It does not work for me.","","SLEEP.","","https://www.amazon.com/gp/profile/amzn1.account.AFJQ57QQAFK5KRQH6FT4KKIM3Q7Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8","https://www.amazon.com/product-reviews/B08451719W/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&pageNumber=66&filterByStar=all_stars&sortBy=helpful&reviewerType=all_reviews","Carlyle","https://www.amazon.com/gp/customer-reviews/RV8IH8LXHFGL4/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08451719W","B08451719W"
"B08451719W","Carlyle Melatonin 12 mg Fast Dissolve 300 Tablets | Drug Free | Natural Berry Flavor | Vegetarian, Non-GMO, Gluten Free","4.7","768","trying to be helpful-Vicki","","Verified Purchase","","","","5.0","February 22, 2022","United States","I used the product for sleep about 30 minutes before bed. What I like about this product is that it is small and costs less. I have issues swallowing and too often the flavor could be a problem on its own. This one is the best for me.","","I very much appreciate both the dose and the flavor. I have problems swallowing pills","","https://www.amazon.com/gp/profile/amzn1.account.AEIBKXB4Q75QKCGGW4UZ7DLZIG2A/ref=cm_cr_arp_d_gw_btm?ie=UTF8","https://www.amazon.com/product-reviews/B08451719W/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&pageNumber=14&filterByStar=all_stars&sortBy=helpful&reviewerType=all_reviews","Carlyle","https://www.amazon.com/gp/customer-reviews/R9LG9YZX4RAFV/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08451719W","B08451719W"
"B08451719W","Carlyle Melatonin 12 mg Fast Dissolve 300 Tablets | Drug Free | Natural Berry Flavor | Vegetarian, Non-GMO, Gluten Free","4.7","768","Amazonian","VINE VOICE","Verified Purchase","","","","5.0","February 13, 2022","United States","Great price, especially for 12mg tablets. The tablets are small and pinkish/purple, remind me of baby aspirin with the flavor of smarties.","","Outstanding Product & Value","","https://www.amazon.com/gp/profile/amzn1.account.AE6QDEX5TCRYEQ73GUJ2ICXSKPXA/ref=cm_cr_arp_d_gw_btm?ie=UTF8","https://www.amazon.com/product-reviews/B08451719W/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&pageNumber=69&filterByStar=all_stars&sortBy=helpful&reviewerType=all_reviews","Carlyle","https://www.amazon.com/gp/customer-reviews/R22TIB336S7FBB/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08451719W","B08451719W"
"B08451719W","Carlyle Melatonin 12 mg Fast Dissolve 300 Tablets | Drug Free | Natural Berry Flavor | Vegetarian, Non-GMO, Gluten Free","4.7","768","Robert John Jones","","Verified Purchase","","","","5.0","February 24, 2021","United States ","This product is presented well and looks good and does work very well. Quite strong in fact.","","Sleepy time!!","","https://www.amazon.com/gp/profile/amzn1.account.AG74ECN3T6BQ6QKQGVZMH6HNOVFQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8","https://www.amazon.com/product-reviews/B08451719W/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&pageNumber=34&filterByStar=all_stars&sortBy=helpful&reviewerType=all_reviews","Carlyle","https://www.amazon.com/gp/customer-reviews/R8PHSQQM6HGL2/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08451719W","B08451719W"
"B08451719W","Carlyle Melatonin 12 mg Fast Dissolve 300 Tablets | Drug Free | Natural Berry Flavor | Vegetarian, Non-GMO, Gluten Free","4.7","768","gloria","","Verified Purchase","","","","5.0","October 31, 2022","United States ","I love this product, I have been using it for about a year or so. It’s all natural not addictive and gives you a good night sleep. You wake up refreshed.","","Good night sleep","1","https://www.amazon.com/gp/profile/amzn1.account.AGLBF5C2HYNEJ5FC3KTJHJAWGVPQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8","https://www.amazon.com/product-reviews/B08451719W/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&pageNumber=5&filterByStar=all_stars&sortBy=helpful&reviewerType=all_reviews","Carlyle","https://www.amazon.com/gp/customer-reviews/R2LXV8VLLBHHVZ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08451719W","B08451719W"
"B08451719W","Carlyle Melatonin 12 mg Fast Dissolve 300 Tablets | Drug Free | Natural Berry Flavor | Vegetarian, Non-GMO, Gluten Free","4.7","768","jayne Cucetta","","Verified Purchase","","","","5.0","December 10, 2020","United States","it works","","great product","","https://www.amazon.com/gp/profile/amzn1.account.AFFZOF2DRU5NVILKR7RIHGKVXLZA/ref=cm_cr_arp_d_gw_btm?ie=UTF8","https://www.amazon.com/product-reviews/B08451719W/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&pageNumber=74&filterByStar=all_stars&sortBy=helpful&reviewerType=all_reviews","Carlyle","https://www.amazon.com/gp/customer-reviews/R2NUKAZVWAJ85M/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08451719W","B08451719W"
"B08451719W","Carlyle Melatonin 12 mg Fast Dissolve 300 Tablets | Drug Free | Natural Berry Flavor | Vegetarian, Non-GMO, Gluten Free","4.7","768","Keri","","Verified Purchase","","","","5.0","January 16, 2022","United States","Used to buy a brand different then this one at Walmart but these are a much better value. Definitely recommend.","","These are all we buy","","https://www.amazon.com/gp/profile/amzn1.account.AEOKNNOCWT4W75563IUGWUP2E3CQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8","https://www.amazon.com/product-reviews/B08451719W/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&pageNumber=68&filterByStar=all_stars&sortBy=helpful&reviewerType=all_reviews","Carlyle","https://www.amazon.com/gp/customer-reviews/R23NVTU6UB8LNU/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08451719W","B08451719W"
"B08451719W","Carlyle Melatonin 12 mg Fast Dissolve 300 Tablets | Drug Free | Natural Berry Flavor | Vegetarian, Non-GMO, Gluten Free","4.7","768","motocafe","","Verified Purchase","","","","1.0","October 28, 2022","United States","Tastes like dirt and takes forever to dissolve!","","Tastes like dirt and takes forever to dissolve!","1","https://www.amazon.com/gp/profile/amzn1.account.AG4BDXJN44PH23H3UJ6VVT6YPCKQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8","https://www.amazon.com/product-reviews/B08451719W/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&pageNumber=52&filterByStar=all_stars&sortBy=helpful&reviewerType=all_reviews","Carlyle","https://www.amazon.com/gp/customer-reviews/R3P4VZKR0GHE3M/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08451719W","B08451719W"
