"asin","product_title","average_rating","total_reviews","review_author","author_badge","badge","reviewed_product_attribute","reviewed_variant_asin","variant_review_url","review_rating","review_date","reviewed_country","review_text","review_comment_count","review_header","no_of_people_reacted_helpful","author_profile_url","url","brand","review_url","input"
"B07VMJMZNP","Natrol Kids Melatonin Gummy, 1mg, Sleep Aid Supplement for Children, Ages 4 and up, 90 Berry Flavored Gummies","4.8","891","Jarne red","","Verified Purchase","Style: Sleep Aid","B07VMJMZNP","https://www.amazon.com/Natrol-Melatonin-Gummies-Drug-Free-Absorption/product-reviews/B07VMJMZNP/ref=cm_cr_arp_d_rvw_fmt?ie=UTF8&formatType=current_format","5.0","January 08, 2020","United States","They work pretty well","","Melatonin","","https://www.amazon.com/gp/profile/amzn1.account.AHD672BOOCD2MSJRFLP5MKNFHM5Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8","https://www.amazon.com/product-reviews/B07VMJMZNP/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&pageNumber=65&filterByStar=all_stars&sortBy=helpful&reviewerType=all_reviews","Natrol","https://www.amazon.com/gp/customer-reviews/R2HH9II66ZPM4V/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07VMJMZNP","B07VMJMZNP"
"B07VMJMZNP","Natrol Kids Melatonin Gummy, 1mg, Sleep Aid Supplement for Children, Ages 4 and up, 90 Berry Flavored Gummies","4.8","891","Daddy","","Verified Purchase","Style: Sleep Aid","B07VMJMZNP","https://www.amazon.com/Natrol-Melatonin-Gummies-Drug-Free-Absorption/product-reviews/B07VMJMZNP/ref=cm_cr_arp_d_rvw_fmt?ie=UTF8&formatType=current_format","5.0","December 03, 2021","United States ","Good for the price, it’s alot in the container. I wouldn’t recommend every night. That scares me. But it is powerful","","Put kids to sleep in no time, so mommy and daddy can have there time","","https://www.amazon.com/gp/profile/amzn1.account.AH5XAXSZR25IPGOKKVG4P2OMIGAQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8","https://www.amazon.com/product-reviews/B07VMJMZNP/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&pageNumber=24&filterByStar=all_stars&sortBy=helpful&reviewerType=all_reviews","Natrol","https://www.amazon.com/gp/customer-reviews/R2SAMXNEER8G8M/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07VMJMZNP","B07VMJMZNP"
"B07VMJMZNP","Natrol Kids Melatonin Gummy, 1mg, Sleep Aid Supplement for Children, Ages 4 and up, 90 Berry Flavored Gummies","4.8","891","Nicole G.","","","Style: Sleep Aid","B07VMJMZNP","https://www.amazon.com/Natrol-Melatonin-Gummies-Drug-Free-Absorption/product-reviews/B07VMJMZNP/ref=cm_cr_arp_d_rvw_fmt?ie=UTF8&formatType=current_format","1.0","June 20, 2022","United States","Gave my four year old a migraine and a seizure! Please be careful these supplements are not monitored by the FDA so each batch could have a different dosage. In my sons case I think he had a batch with a too high dose. There is another reviewer on here who’s child had a seizure as well. Please be careful when giving these supplements to children. After doing research there is a study that links this brand to seizures.","","Gave my 4 year old a seizure!","1","https://www.amazon.com/gp/profile/amzn1.account.AE4WYYY6F26A6YBFIPLCLJ2BSALQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8","https://www.amazon.com/product-reviews/B07VMJMZNP/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&pageNumber=74&filterByStar=all_stars&sortBy=helpful&reviewerType=all_reviews","Natrol","https://www.amazon.com/gp/customer-reviews/RH7M793ZS1AWY/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07VMJMZNP","B07VMJMZNP"
"B07VMJMZNP","Natrol Kids Melatonin Gummy, 1mg, Sleep Aid Supplement for Children, Ages 4 and up, 90 Berry Flavored Gummies","4.8","891","Amber Dawn","","Verified Purchase","Style: Sleep Aid","B07VMJMZNP","https://www.amazon.com/Natrol-Melatonin-Gummies-Drug-Free-Absorption/product-reviews/B07VMJMZNP/ref=cm_cr_arp_d_rvw_fmt?ie=UTF8&formatType=current_format","5.0","July 30, 2020","United States ","Since being in quarantine we’ve let bed times go later and later. One night I fell asleep before my youngest and woke up to her playing with toys at 1 am. We first stopped naps because I thought melatonin should be the last resort even though so many people recommend it. I thought it gave my middle baby night terrors when he was younger so we’ve literally tried 3 gummies before now. No nap didn’t work so I decided to try just to get back on schedule. Let me tell you, this stuff is a miracle...better than the other kind I had tried all those years ago. My 7 year old was out within 20 minutes and my stubborn 5 year old who doesn’t even get sleepy with Benadryl(quite the opposite in fact) is we asleep within 30-40 minutes. The next night it was 20ish for both of them. We are on week 3 and we do them 4-5 times a week and I think we’ll lower that next week again. Super recommend for trying to get on schedule.","","Used for getting on schedule and now my kiddos beg for them, they say the taste is so good.","4","https://www.amazon.com/gp/profile/amzn1.account.AFJQ7RAINKXTBH2W44HEWDGUF6AQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8","https://www.amazon.com/product-reviews/B07VMJMZNP/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&pageNumber=75&filterByStar=all_stars&sortBy=helpful&reviewerType=all_reviews","Natrol","https://www.amazon.com/gp/customer-reviews/R1R8HF0IXVWTKO/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07VMJMZNP","B07VMJMZNP"
"B07VMJMZNP","Natrol Kids Melatonin Gummy, 1mg, Sleep Aid Supplement for Children, Ages 4 and up, 90 Berry Flavored Gummies","4.8","891","Dee","","Verified Purchase","Style: Sleep Aid","B07VMJMZNP","https://www.amazon.com/Natrol-Melatonin-Gummies-Drug-Free-Absorption/product-reviews/B07VMJMZNP/ref=cm_cr_arp_d_rvw_fmt?ie=UTF8&formatType=current_format","5.0","August 20, 2021","United States","To help me sleep","","Love the taste","","https://www.amazon.com/gp/profile/amzn1.account.AFOXKBMC22RSEJJ5AB6K2JFZOWBA/ref=cm_cr_arp_d_gw_btm?ie=UTF8","https://www.amazon.com/product-reviews/B07VMJMZNP/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&pageNumber=41&filterByStar=all_stars&sortBy=helpful&reviewerType=all_reviews","Natrol","https://www.amazon.com/gp/customer-reviews/R107UU8P0VMOPK/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07VMJMZNP","B07VMJMZNP"
"B07VMJMZNP","Natrol Kids Melatonin Gummy, 1mg, Sleep Aid Supplement for Children, Ages 4 and up, 90 Berry Flavored Gummies","4.8","891","Mary Jo Forrest","","Verified Purchase","Style: Sleep Aid","B07VMJMZNP","https://www.amazon.com/Natrol-Melatonin-Gummies-Drug-Free-Absorption/product-reviews/B07VMJMZNP/ref=cm_cr_arp_d_rvw_fmt?ie=UTF8&formatType=current_format","5.0","April 29, 2022","United States","Best ive tried for sleep aide.","","Best melatonin ive tried","","https://www.amazon.com/gp/profile/amzn1.account.AG75BRR5LWQS62JFWVVRXOMQWR4A/ref=cm_cr_arp_d_gw_btm?ie=UTF8","https://www.amazon.com/product-reviews/B07VMJMZNP/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&pageNumber=82&filterByStar=all_stars&sortBy=helpful&reviewerType=all_reviews","Natrol","https://www.amazon.com/gp/customer-reviews/R2RSNXXH5Z5PEE/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07VMJMZNP","B07VMJMZNP"
"B07VMJMZNP","Natrol Kids Melatonin Gummy, 1mg, Sleep Aid Supplement for Children, Ages 4 and up, 90 Berry Flavored Gummies","4.8","891","Olga","","Verified Purchase","Style: Sleep Aid","B07VMJMZNP","https://www.amazon.com/Natrol-Melatonin-Gummies-Drug-Free-Absorption/product-reviews/B07VMJMZNP/ref=cm_cr_arp_d_rvw_fmt?ie=UTF8&formatType=current_format","5.0","August 11, 2020","United States","Great","","Doesn’t the job great","","https://www.amazon.com/gp/profile/amzn1.account.AFDUTATW326FDLXXRYUIU2ABWQ6Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8","https://www.amazon.com/product-reviews/B07VMJMZNP/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&pageNumber=61&filterByStar=all_stars&sortBy=helpful&reviewerType=all_reviews","Natrol","https://www.amazon.com/gp/customer-reviews/R26SFY8KQ4CDN4/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07VMJMZNP","B07VMJMZNP"
"B07VMJMZNP","Natrol Kids Melatonin Gummy, 1mg, Sleep Aid Supplement for Children, Ages 4 and up, 90 Berry Flavored Gummies","4.8","891","ChelseaHall","","Verified Purchase","Style: Sleep Aid","B07VMJMZNP","https://www.amazon.com/Natrol-Melatonin-Gummies-Drug-Free-Absorption/product-reviews/B07VMJMZNP/ref=cm_cr_arp_d_rvw_fmt?ie=UTF8&formatType=current_format","4.0","May 24, 2020","United States","Before these it would take me about 2-3 hours to put my toddler down unfortunately I work in retail and having routine days and times do not always work for me. Generally I give her 1 gummy and she’s down no later than an hour later. It has definitely gave me peace of mind without the fighting of going down I can actually enjoy some time to myself. The reason I gave 4 stars is because they always seem to be out of this product I live in a small town which stores do not carry.","","Great for restless toddlers","2","https://www.amazon.com/gp/profile/amzn1.account.AERJC447CLHFR4FFVY7BOWOJBC4Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8","https://www.amazon.com/product-reviews/B07VMJMZNP/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&pageNumber=22&filterByStar=all_stars&sortBy=helpful&reviewerType=all_reviews","Natrol","https://www.amazon.com/gp/customer-reviews/R3VBGM6MJRJRD9/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07VMJMZNP","B07VMJMZNP"
"B07VMJMZNP","Natrol Kids Melatonin Gummy, 1mg, Sleep Aid Supplement for Children, Ages 4 and up, 90 Berry Flavored Gummies","4.8","891","Carly","","Verified Purchase","Style: Sleep Aid","B07VMJMZNP","https://www.amazon.com/Natrol-Melatonin-Gummies-Drug-Free-Absorption/product-reviews/B07VMJMZNP/ref=cm_cr_arp_d_rvw_fmt?ie=UTF8&formatType=current_format","5.0","July 28, 2020","United States ","My kids (5 and 3) love these gummies and they taste soooo good. My kids are able to fall asleep much faster without putting up a fight or getting irritable. It calms them down significantly and allows them to sleep better through the night. We go without the gummies every now and then to make sure their bodies can naturally produce melatonin and so that they can learn to fall asleep without it, but this mama is tired and is ready for a break when nigh time rolls around. This definitely makes bed time easier.","","Yummy and effective","12","https://www.amazon.com/gp/profile/amzn1.account.AH44SZTGNHJCFVJCMDSZ7DWWYA4Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8","https://www.amazon.com/product-reviews/B07VMJMZNP/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&pageNumber=23&filterByStar=all_stars&sortBy=helpful&reviewerType=all_reviews","Natrol","https://www.amazon.com/gp/customer-reviews/R3PDLC3DPJVCHS/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07VMJMZNP","B07VMJMZNP"
"B07VMJMZNP","Natrol Kids Melatonin Gummy, 1mg, Sleep Aid Supplement for Children, Ages 4 and up, 90 Berry Flavored Gummies","4.8","891","Amazon Customer","","Verified Purchase","Style: Sleep Aid","B07VMJMZNP","https://www.amazon.com/Natrol-Melatonin-Gummies-Drug-Free-Absorption/product-reviews/B07VMJMZNP/ref=cm_cr_arp_d_rvw_fmt?ie=UTF8&formatType=current_format","1.0","September 29, 2021","United States","These were not AT ALL the hype everyone say they are. It seemed like a great value you, but I should have stuck with the brand I usually give my daughter. Waste of money!","","Didn't Meet Expectations","","https://www.amazon.com/gp/profile/amzn1.account.AEHIF6IDP6ERTDDWVKQOWDBAAORA/ref=cm_cr_arp_d_gw_btm?ie=UTF8","https://www.amazon.com/product-reviews/B07VMJMZNP/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&pageNumber=70&filterByStar=all_stars&sortBy=helpful&reviewerType=all_reviews","Natrol","https://www.amazon.com/gp/customer-reviews/R2TGSW7O71CZ6S/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07VMJMZNP","B07VMJMZNP"
"B07VMJMZNP","Natrol Kids Melatonin Gummy, 1mg, Sleep Aid Supplement for Children, Ages 4 and up, 90 Berry Flavored Gummies","4.8","891","Lori","","Verified Purchase","Style: Sleep Aid","B07VMJMZNP","https://www.amazon.com/Natrol-Melatonin-Gummies-Drug-Free-Absorption/product-reviews/B07VMJMZNP/ref=cm_cr_arp_d_rvw_fmt?ie=UTF8&formatType=current_format","5.0","February 20, 2022","United States","I’m an adult and was taking 3mg and I’m use a CPAP and my sleep study person told me that I shouldn’t take that high of a mg and if I felt I needed it, to only take 1mg. The 1mg works as the 3mg.","","Works well","","https://www.amazon.com/gp/profile/amzn1.account.AFTIJ5GTL2GHG5PU4TBXZB3M64BQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8","https://www.amazon.com/product-reviews/B07VMJMZNP/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&pageNumber=15&filterByStar=all_stars&sortBy=helpful&reviewerType=all_reviews","Natrol","https://www.amazon.com/gp/customer-reviews/R1C0TIW6RWN2B4/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07VMJMZNP","B07VMJMZNP"
"B07VMJMZNP","Natrol Kids Melatonin Gummy, 1mg, Sleep Aid Supplement for Children, Ages 4 and up, 90 Berry Flavored Gummies","4.8","891","Christine L. Schultz","","Verified Purchase","Style: Sleep Aid","B07VMJMZNP","https://www.amazon.com/Natrol-Melatonin-Gummies-Drug-Free-Absorption/product-reviews/B07VMJMZNP/ref=cm_cr_arp_d_rvw_fmt?ie=UTF8&formatType=current_format","2.0","March 29, 2020","United States","I was ecstatic that these were advertised as being free from the top 8 allergens since my daughter is allergic to peanuts, tree nuts, fish, shell fish, and eggs. Upon receiving the bottle, however, and reading the label more closely I found there is a cross contamination warning that they are manufactured in a plant where peanuts and soy are used in other products. I was extremely disappointed. What is the point of labeling as top 8 allergen free when there is cross contamination risk. Sort of defeats the purpose. The search continues for a truly allergen safe melatonin supplement...","","Food allergy parents - real label carefully","2","https://www.amazon.com/gp/profile/amzn1.account.AELQFRM4BTVRVSHTZB262KVS2CIA/ref=cm_cr_arp_d_gw_btm?ie=UTF8","https://www.amazon.com/product-reviews/B07VMJMZNP/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&pageNumber=54&filterByStar=all_stars&sortBy=helpful&reviewerType=all_reviews","Natrol","https://www.amazon.com/gp/customer-reviews/R2FOSK7HDH04ED/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07VMJMZNP","B07VMJMZNP"
